症状,草药
161 335 385,510 528 637 646 650
385,528 637 646
341,646 671 813 874 947 1188
335,419 438 510 646
341,425 537 572 646 813 1124 1148 1151 1188
139 314,510 528 572 646 650 1109 1199
139 314,572 607 646 998
385,528 637 646
385,422 510 528 637 646 650 668 764 951 1184
5,425 528 722 951 1093
40,425 449 572 951 1132 1170 1194
155 184 305,425 582 650 813 947 951
41 141,425 528 771 813 951 1107
99,449 951
262,425 473 528 650 813 833 951 979 1143 1170
262,508 528 537 565 951 979 1102 1124 1143
283,473 951 1102
104,411 528 564 600
133,559 582 599 607 629 637 642 665 685 944
264 335,869
341,497 514 591 789 816 951 1093
167,591
155 178 305 341,449 514 591 813 947 1019 1093
341,514 633 1008 1159
208,642 706 1039 1103
84 245,673 758 1019 1093 1103 1119 1125
13,399 435 590
21 165 211 341,480 859
200,897 947 1150
19,480 859
341,480 859
172 341 348,461 480 859 955 968 1182
261,480 859
341,480
100 113,549 813 1093 1168
156,442 528 720 724 1031 1124 1125 1168
214,408 425 442 449 473 480 528 637 650 672 701 731 771 787 788 813 859 947 982 1067 1079 1093 1144 1150 1159 1188 1199 1200
305,537 748 947 1093 1102 1124 1143
229,473 637 656 951 1102
14,473 637 813 951 1102 1143
341,528 537 637 786 813 1093 1096 1102 1124 1143
305,406 528 637 650 825 947 1102 1194
305,637 813 947 951 1102 1194
51 99,419 425 807 947 1036 1102 1144 1159
305,473 528 582 642 650 732 748 786 813 947 1102 1143
83,473 528 558 564 717 833 947 1002 1102 1136 1150
305,422 473 528 565 637 668 771 951 985 1102 1184 1194
229,473 478 637 1102 1136 1170
283,449 473 537 924 951 1102 1107 1124 1143
155,473 528 637 824 1102
335,445 532 869 1093
184 228,473 1102 1136 1170
184 305,422 473 528 771 985 1102
184 323 341,393 408 473 528 672 1102 1136
305,406 422 473 528 771 816 818 1102
305,393 407 422 449 473 528 582 692 982 1102 1159
228,393 473 528 1102 1170
229 297,473 528 566 1031 1102 1159
243 246,422 473 528 924 1102
211,419 528 537 551 672 947 951 1102 1124 1136 1194
171 283,467 1102
283 292,473 1102
229,448 1035 1102 1109 1170
275 335,1102
83 99,947 1102 1178
224,473 478 497 508 656 662 707 794 813 868 917 935 951 1006 1101 1102 1132 1178
224,425 473 637 850 917 947 1102 1143
275,508 565 637 917 1101 1102 1159
93 305,497 508 528 551 565 591 656 662 731 951 1017 1039 1102 1143
262,473 537 551 637 702 813 917 947 1102 1124 1143 1148 1170
161 357,413 431 637 656 924 951 1069 1102 1144
40,473 528 565 582 637 650 833 917 1102 1143
283,473 528 537 924 1102 1107 1124 1132 1143
283,473 528 537 637 924 951 1102 1107 1124 1143
275,425 528 565 582 650 833 947 1102 1107 1143 1194
99,393 422 473 528 982 1102 1143
223,419 473 528 1026 1093 1102 1159
50 83 171 305,406 408 422 473 528 565 833 947 1101 1102 1143 1159 1194
341,572 882 951 1102 1144
13 284,445 473 492 497 662 731 771 951 1102 1143 1170
83,406 473 566 1102
298 305,393 406 408 425 473 528 672 813 935 947 1102 1143 1159 1194
325,425 448 528 572 672 951 1035 1102
83 223,413 497 662 748 873 951 1000 1017 1069 1102 1144
83 284,393 406 408 434 473 528 565 672 813 947 973 1102 1159 1170 1194
83,393 399 406 434 473 527 528 551 704 951 973 1102
83,393 406 434 473 528 973 985 1102
83,393 399 419 473 528 615 704 750 966 973 985 1102 1194
317,406 1101 1102
305,434 497 816 951 973 1039 1088 1102
83,422 551 560 566 591 662 1102
298 305,422 565 1102
50 298 357,422 528 566 672 771 1102 1136 1170
305,393 407 422 449 473 528 582 692 982 1102 1159
171 184 305,422 473 528 672 947 985 1102 1159
50 305 341,408 422 528 672 813 947 985 1102 1136 1159 1170
13,408 422 528 672 771 1102 1143 1159
275 335,1102
208,393 408 422 473 492 662 833 956 1102 1136 1159
50,406 408 422 473 565 833 947 1019 1093 1101 1102 1143 1159 1194
41 184 305,422 425 473 528 637 764 771 833 1102
210 228,473 528 672 752 816 935 1102 1107
23 153 298,425 473 876 947 1102 1150 1170
341,419 473 528 935 1026 1102 1107 1136
229,422 473 528 565 771 833 985 1102 1170
305,408 422 672 1102 1136 1159 1170
229,393 408 422 473 528 771 985 1102 1136 1170
184 323 335,393 408 422 473 528 672 1102 1136 1170
133,408 422 473 528 650 672 752 985 1102 1170
83,406 473 566 1102
23 41 184,982 1102
23 214,657 982 1102 1163 1170
83 223,413 497 662 748 873 951 1000 1017 1069 1102 1144
83 284,393 406 408 434 473 528 565 672 813 947 973 1102 1159 1170 1194
36,393 406 422 528 565 566 673 704 771 833 985 1102 1194
305,393 406 422 528 565 573 771 985 1019 1102 1184
184 305,422 473 528 537 549 566 771 947 1093 1102 1124 1143 1151
246,409 413 422 473 564 637 979 985 1069 1102 1136 1151 1170
41 200,393 422 528 833 1102 1107
228,393 473 528 771 833 985 1102
305,434 497 816 951 973 1039 1088 1102
83,422 551 560 566 591 662 1102
19 353,473 493 642 672 917 1102 1136
274,393 473 982 1102 1107 1136
171 305,473 528 549 1102
97 228,422 473 528 771 985 1102
171 184 305,422 473 528 672 947 985 1102 1159
133,422 462 473 528 747 752 772 810 833 956 1102 1136 1159
184 308,422 425 457 528 549 637 788 1093 1102 1144 1159 1199 1200
353,528 572 951 1002 1102
21,478 549 951 1084 1093 1102 1144
228,393 408 422 473 528 1102 1136 1170
41 184 228 323,408 422 528 813 1102 1136 1159 1170
229,393 408 422 473 528 985 1102 1170
246,473 1102
184,449 528 565 951 1102 1151
344,422 473 492 662 813 1007 1039
14,558 1102 1106
208,393 408 422 473 492 662 833 956 1102 1136 1159
50 305,393 408 422 425 473 528 672 771 833 1019 1102 1136 1159 1170
53 171 246 357,422 473 528 566 1101 1102 1170
228,422 473 528 565 566 813 823 833 1002 1019 1101 1102 1136 1170
184,422 473 528 566 833 985 1002 1101 1102 1170
53 171 305,422 425 473 528 566 979 1101 1102 1170
41 305,422 473 528 564 876 947 985 1102 1136 1150
23 41,473 528 564 947 985 1102 1150
229,473 951
297,422 473 528 985 1102 1170
229,473 528 558 564 876 985 1102 1150
184 228,422 528 565 566 771 985 1102
305,422 442 488 564 637 650 668 788 850 951 979 1102 1109 1136 1181 1199
23 153 298,425 473 876 947 1102 1150 1170
76,409 473 565 566 823 924 1102 1136 1143
167,473 528 642 662 1102 1143 1151
184 228 323,434 532 637 764 973 985 1080 1102 1151
229,409 413 642 656 1069 1102
100 184 228,473 528 560 1102 1136 1159
100 184 223 305,473 528 833 1093 1102 1136
23 41 184,982 1102
298,407 422 473 528 1102 1143 1170
305,473 528 558 833 1101 1102
97 211,425 473 528 560 564 637 656 661 748 764 824 947 979 985 1150
208 214,393 422 473 528 672 736 752 771 823 935 1079 1102
283,1102
228,393 473 528 771 833 985 1102
305,473 528 771 823 951 985 1102 1143
208,393 422 473 528 672 736 752 771 772 956 1102
261,409 413 422 532 564 637 771 833 979 985 1069 1102 1151
229 297 378,395 396 449 521 528 537 720 722 1052 1102 1124 1168 1182
41 301,1102 1151
33 41,422 473 528 564 979 985 1102 1143 1151 1152
171,473 528 833 1093 1102 1136
171 184 214 305 323,422 473 528 650 672 823 947 985 1102 1159
155,528 833 985 1102
344,445 522 528 642 662 759 985 1039 1088 1143
305 335 344,445 532 598 642 720 1194
21,528 558 564 672 689 786 833 1039 1175
341,461 528 672 765 810 813 833 1066
246,473 1102
314,425 528 549 657 764 813 897 985 1136 1163
228,422 473 528 565 566 813 823 833 1002 1019 1101 1102 1136 1170
340,559 898 951 1039
217,823 824 1102
305,393 422 473 565 771 808 825 898 1008 1019 1125
252,494 558 566 574 617 637 668 771 813 823 979 1096 1102 1109 1112 1143
252,585 809 998
167,473 528 642 662 1102 1143 1151
229,748 1096 1200
335,528 558 1144 1200
298,407 422 473 528 1102 1143 1170
305,422 565 813 1039 1084 1191 1200
97 211,425 473 528 560 564 637 656 661 748 764 824 947 979 985 1150
341,528 672 982 1200
144,478 572 759 1144 1200
341,528 1200
208,393 422 473 528 672 736 752 771 772 956 1102
261,409 413 422 532 564 637 771 833 979 985 1069 1102 1151
53,537 598 717 1124 1184 1200
33 41,422 473 528 564 979 985 1102 1143 1151 1152
144 147 335,572 1200
335,528 607 608 1084 1200
4 9 155 341,413 507 572 642 748 807 813 947 1036 1069
335,425 528 572 637 1144
341,408 419 537 633 786 979 1079 1093 1124
335,425 433 449 528 813 1067 1144
161,425 572 672 813 951 1000 1144 1159 1188
211 305 378,642 813 947 1136 1144
142,435 574 598 612 934 1039 1088
155,449 572 582 638 642 650 701 947 1067 1136 1159
335,424 558 607 637 1096
144,425 572 574 612 1096
144 161 335,514 572 574 607 612 789 825 998 1084 1144
335,449 528
327,537 549 672 748 1093 1124 1150 1188
4 9 155 341,413 507 572 642 748 807 813 947 1036 1069
27,572 637 951 998 1096
144,528 574 612 637 672 951 1096 1144
341,528 537 701 786 868 914 947 1124 1136 1159
224,425 582 650 672 701 748 947 1136 1144
50 83,408 425 473 528 565 951 982 1143
305,408 528 633 642
56 161,419 528 537 748 786 947 1093 1124 1143 1159
211,408 425 528 537 748 813 947 1093 1124
335,408 582 650 748 947 1144
100 161 341,528 537 672 813 1096 1124
211,425 449 528 572 582 650 813 1067 1150
211,408 425 433 449 528 574 813 911 947 1067
335,449 528 572 633 637 947 951 1067 1144
211,425 433 449 528 574 813 947 951 1067 1093 1112
366,408 419 425 947 1079 1159
142,425 528 748 813
144 178 211,478 560 574 612 951 1200
335,424 528 564 646
147,425 528 813 823 947 1002 1136 1200
27,572 637 951 998 1096
211 341,425 528 537 572 1124
341,528 537 701 786 868 914 947 1124 1136 1159
139 314,422 425 528 564 637 764 813 947 1150
211,425 813 897 947 951 1144
135,843
9 34 357,413 422 425 439 528 535 637 656 705 732 764 813 972 1000 1069 1144
9 216 357,425 498 637 705 764 951 998 1084 1115 1188
211 335,449 528 549 572 947 1067
211,422 425 478 637 731 764 771 813 1182
279,422 425 528 637 646 705 764 813 831 1188
176 341,409 528 532 637 638 823 985 1002 1136 1150 1188
5,425 549 632 637 813
341 378,425 637 790 813 841 897 947 951 1188
305,409 528 637 823 1002 1136
190 325 357,528 672 813 1148
142,425 528 748 813
359,478 528 813 947 1093
33,760
313,473 528 565 572 637 642 650 732 876 947 951 1067 1093
37 83 378,473 490 498 559 637 657 794 813 841 868 941 947 1000 1115 1163 1178 1188
34,422 637 668 702 732 813 951 994
9,425 528 656 706 732 813 935 951 955 982 1182 1184
9 50 122 124,637 672 732 794 813 850 955 1088 1182 1188
141 200 237 268 313 346,528 722 786 813 947 994 1148
161 200 211 346,528 637 722 732 786 813 826 947 994 1148
161 237,425 528 732 813 947
83 200 341,408 422 528 549 637 650 672 947 1093 1144 1159
9 326,422 425 528 558 637 732 764 868 1109 1148
214 326,395 528 637 947 1088 1182
135,843
135 190 233 362,408 425 473 528 572 637 646 650 671 786 813 1011 1150 1194 1195
83,422 528 549 637 725 764 813 868 1109 1148 1188
318,422 637
176 341,528 564 656 764 813 1084 1184
165 229,442 490 528 564 705 1074 1084 1188
229,442 564 1074
200 341,442 490 529 564 572 668
293 308 357,425 478 528 565 566 572 637 771 788 924 947 985 1102 1159 1195 1199
229,442 528 549 564 637 656 668 705 764 813 882 947 1109
34 308 341,422 425 442 528 549 564 572 637 650 671 764 1109
100,473 1102
335,413 473 528 565 626 722 794 947 1069
115 201 283 335,425 473 528 565 722 794 825 947 967 1175
335,473 528 565 626 794 825 947 951 1170 1178
100,473 565 626 637 656 662 671 701 705 823 841 868 924 947 1102 1136
83,413 473 528 565 626 794 947 1069
178 305,449 532 566 823 947 985 1093 1136
9 326,422 425 528 558 637 732 764 868 1109 1148
115,422 528 637 650 661 868
214 326,395 528 637 947 1088 1182
100,422 528 549 637 764
298,425 473 528 558 572 637 850 876 947 951 990 1076
83,406 425 448 473 528 565 572 626 638 642 672 813 850 947 1035 1067 1170 1185
83,425 478 528 565 813 868 917 1170 1188
27 41 335,422 425 626 637 661 668 868 897 1170 1188
305,565 566 813 947 1181 1188
115,422 449 473 549 637 650 764 1102
83 161,489 490 498 657 668 790 941 1000 1115 1134 1163 1188
229,1054 1074
229,442 490 564 637 705 1188
293 308 357,425 478 528 565 566 572 637 771 788 924 947 985 1102 1159 1195 1199
229,449 705 722 831 1170
13,956 1109 1195
339 385,425 494 507 646 705 831
229,478 572 637 790 813 941 947 951 1115 1134 1188
161,528 637 705 790 813 941 947 1134 1150 1188
161,637 656 705 790 813 850 941 951 1000 1134 1150 1188
335,425 532 565 572 951
353,425 528 572 813 951
341,425 478 528 591 650 764 947 951 1093 1096 1119 1144
141 148,411 478 637 764 841 897 951
65 139 275 314 335,478 951
23 99 161 184 275 357,425 528 947 951 979 1151
155,528 582 650 813 833 951 979 1143 1159
171 275 283,408 425 572 637 813 947 951 1093 1143 1170 1194
171 283,425 951 1170
211,449 549 1093
200,425 440 572 650 764 951 998
353,425 433 449 528 951 1067
335,951
5 197,419 720 990 1062
141 200,528 637 646 833 917 1148
200,582 637 646 650 833
37,473
167,393 704
37,411 482 528 646 672 1109 1148
239,1064
239,399 558 561 598 607 720 1179
239,399 405 735 824 843 1039 1088 1150
211,425 449 560 722 758 813 929 1093
167,598
239,399 558 561 598 607 720 1179
344,473 497 662 689 813 816 951
115,528 656 661 764 790 831 1084
115,661 1096
229,413 425 478 659 705 979 985 1069 1102
208 211,405 551 813
356,422 551 637 813 823
211 214,425 478 813
84 245,530 626 637 656 767 925 1182
34 144 341,461 626 656 657 764 935 947 1163 1182
197 335,598 869 980 1039 1056 1153
229,442 490 564 705 1188
141,498 705 790 813 829 941 947 1188
190 341,413 434 537 656 707 748 829 888 947 973 1006 1109 1124 1150 1170 1178
262,413 659 829 841 941 1069
229,413 537 829 1069 1124
229,413 705
341,419 442 528 608 646
200,424 510 646 650
360,411 646
193 200,510 572 646 650
341,419 442 528 608 646
200,424 510 646 650
8,406 419 424 425 438 510 558 607 637 646 741 758 998 1159 1194
385,419 637 646
335 385,528 637 646
335,419 438 449 510 533 637 646 831 1141
201 335,413 434 951 973 1069
92,528 565 572 637 650 813 833 898 947 951 1093 1096 1148
348,423 564 951 973
83,448 656 790 850 888 951 959 1035 1134 1144
40,473 591 662 789 825 951 1102 1178
56,572 642 869 951
211,528 722 951 1093
144 211,528 572 722 951 1093
21 211,951
298 305,951
40 208,425 449 508 565 573 633 642 701 951 1096 1151
357,478 572 637 951
211 228,407 572 951
318,425 813 947 951 1144
344,478 764 951 952 1150
211 335,425 478 572 813 951
378,478 637 816 1080
318,409 422 448 473 528 572 582 637 656 661 705 771 812 831 1035 1054 1102 1170 1196
335,422 473 637 661 705 771 951 1102 1170
93 133,393 413 422 448 473 477 528 549 563 565 566 572 582 637 708 750 752 771 787 789 808 831 985 1035 1069 1102 1136 1143 1151 1159 1170 1184
357,425 478 528 637 650 764 951 1144
34 341,442 528 537 551 632 644 646 672 955 1093 1124 1188
341,442 528 537 549 644 646 671 672 715 786 946 949 952 1093 1099 1124
214,505 537 642 1124
184 323 374,449 549 661 672 748 1096
208 211 214,409 422 492 528 637 672 692 823 947 982 1119
239,444 793 1000 1084
264 335,425 444 468 477 532 560 689 692 787 845 947 1067 1084 1144 1159 1184
155,522 598 816 1039
155,435 522 558 598 843 917 1039 1088 1132
141,435 558 598 847 934 1039 1088 1179
164,558 598 898 934 1008 1039 1100 1179
141,435 522 598 1039
167,435 445 558 598 813 824 843 855 934 996 1007 1017 1039 1175 1179
114,598 816 869 1093
83 115 178 211 214,480 482 528 549 661 759 859 1067 1106 1148
211,480 813 859 947 1093
23 214,449 480 859 946 1099
211,480 528 549 722 731 813 859 1093 1148 1159 1200
381,528 712 752 794 833 947 1066
229,413 422 490 564 637 705 764 882 1069
2 83,428 434 490 659 788 882 941 973 1199
341 349,442 490 529 564 572 650 668 671 764 1188
124 190 223,449 461 473 528 788 951 1134 1188 1195 1199
229,705
229,705 1188
223,425 434 637 650 656 764 813 947 951 973 1134 1150 1170
318,449 461 473 528 637 813 947 1134 1188
223,413 473 528 788 951 1069 1134 1188 1199
161,637 650 790 813 947 951 1000 1134 1159 1188
335,425 434 637 650 813 947 951 973 1150 1170
335,425 528 661 813 947 951 1000 1102
229,442 564 637 656 705
229,428 442 528 549 564 637 656 668 705 764 813 882 947 1109
335,637 705 764 894 897 982 1163
305 341,656 829 947 951 1093 1144
229,498 637 656 659 705 770 897
161 229,705 788 1199
382,419 572 722 776 919 1148 1188
115,537 1124
341,537 1124
190,528 565 646 813 919 1188
305 341,449 458 473 528 620 646 671 672 813 1093
357,425 473 819 952
161,419 572 722 776 919 1026 1148 1188
200,419 528 572 637 722 732 786 813 919 947 1026 1067 1148 1188
161 200 341,419 572 722 776 1148 1188
161,395 419 449 537 722 776 786 919 947 1124 1148 1188
19 141 246 324 341,419 449 722 776 1026 1148 1188
19 56 141 161 200 324,572 722 776 786 919 1148 1188
141,419 671 776 786 813 919 1188
200,419 449 528 637 732 786 813 919 947 1067 1148 1188
83,406 425 448 473 528 565 572 626 638 642 672 813 850 947 1035 1067 1170 1185
5 50 317 341,419 425 537 549 646 813 946 947 1026 1099 1124 1178 1188
83,425 478 528 565 813 868 917 1170 1188
341,528 537 646 672 801 1124
165,528 646 672 874 949 1119
382,419 528 572 722 776 919 1026 1148 1188
200,528 572 637 646 650 764 771 833
5 341,528 572 707 813 919 947 1006 1148 1188
200,419 966
34 341 357,419 668 786 813 1026 1188
200,411 419 1026
100,422 425 637 661 897 1170
27 314 317,422 425 528 549 626 637 646 764 813 833 841 947 1000 1084 1184
349,422 425 478 549 637 646 764 813 1000 1084 1184
165 200,528 549 637 650 725 758 813 947 1148
83,632 637 671 732 794 813 935 1148 1188
99 144 184 190 325 326 335,473 528 565 794 813 1096
335,478 574 612 758 1076
174,431 656 750 808 825 829
229,400 639 860
240,473 565 650 672 732 813 833 947
341 349,442 490 529 564 572 650 668 671 764 1188
124 190 223,449 461 473 528 788 951 1134 1188 1195 1199
385,549 646 705 758 764 1184
229,449 494 498 617 705 882 897 985
190,440 528 646 722 1148
34 139 229 314,478 498 510 637 656 665 716 941 1000 1096
293 335,402 425 440 650 707 764 771 897 947 1052
92,498 574 612 746 789 841 842 941 951 1000 1188
161 178 211,425 637 813 947 1119 1136 1144 1148
76 193,440 473 572 607 789 825 998 1001 1096
190,425 429 528 559 560 574 612 656 685 759 829 834 882 897 911 941 951 985 1000 1084 1094 1144 1184
305 341,413 439 537 897 947 1069 1124
200,413 417 537 813 894 897 1000 1124
19 141 246 324 341,419 449 722 776 1026 1148 1188
5 50 317 341,626 794 868 1076
344,497 951 1093
382,419 528 572 722 776 919 1026 1148 1188
